index,set
56884,train
26563,train
56735,train
60171,train
23372,train
26382,train
15620,train
29864,train
21500,train
44134,train
18048,train
33910,train
56060,train
25914,train
26684,train
32261,train
36569,train
5752,train
33544,train
32037,train
18881,train
40756,train
67562,train
45171,train
19489,train
2834,train
52366,train
38111,train
57612,train
62650,train
15668,train
7372,train
39895,train
30829,train
52804,train
10903,train
6362,train
38356,train
40450,train
70158,train
68536,train
49770,train
24738,train
56195,train
9809,train
44116,train
12477,train
28475,train
16600,train
26057,train
65717,train
59090,train
62013,train
6539,train
62369,train
69002,train
67174,train
61579,train
33528,train
33720,train
19985,train
26000,train
68339,train
62436,train
41645,train
44246,train
43149,train
16004,train
68389,train
52,train
29265,train
51843,train
37522,train
62922,train
19936,train
67917,train
8728,train
30568,train
7779,train
17534,train
51833,train
40131,train
44996,train
64440,train
64469,train
69545,train
34103,train
47492,train
59024,train
67460,train
65038,train
57446,train
26129,train
32554,train
26826,train
12454,train
9163,train
20642,train
43553,train
20085,train
3601,train
209,train
49648,train
22552,train
6966,train
23358,train
69975,train
29977,train
35989,train
16723,train
66222,train
16741,train
15031,train
36871,train
428,train
920,train
49160,train
19759,train
58496,train
17070,train
46155,train
44415,train
6107,train
55718,train
46271,train
12628,train
5885,train
45691,train
32303,train
28865,train
33799,train
7917,train
18622,train
26662,train
16239,train
64507,train
66343,train
69549,train
41712,train
34205,train
24143,train
61328,train
55914,train
4795,train
29367,train
64087,train
24662,train
5719,train
12983,train
57211,train
12073,train
3794,train
5786,train
41588,train
50427,train
64318,train
67997,train
58842,train
40862,train
13612,train
58886,train
25044,train
32535,train
22485,train
34783,train
32756,train
50139,train
54009,train
58971,train
19716,train
33537,train
34381,train
65140,train
53035,train
58743,train
53483,train
54756,train
22461,train
11355,train
26177,train
55683,train
61450,train
58763,train
18152,train
69875,train
11012,train
62425,train
52555,train
58249,train
10277,train
28531,train
50122,train
25382,train
28613,train
59759,train
67931,train
70027,train
60289,train
55273,train
24164,train
63407,train
58593,train
43900,train
31601,train
29709,train
22302,train
748,train
54869,train
7370,train
11460,train
24650,train
10864,train
55484,train
100,train
14845,train
52274,train
10941,train
19056,train
42278,train
47905,train
34162,train
37294,train
46199,train
36320,train
41758,train
42972,train
18869,train
55999,train
31053,train
36683,train
68229,train
3988,train
37825,train
56772,train
53913,train
61335,train
58839,train
39421,train
65546,train
6816,train
23111,train
41679,train
40877,train
39854,train
61142,train
10989,train
31173,train
54943,train
41081,train
22756,train
364,train
39757,train
14950,train
49649,train
10066,train
48511,train
24660,train
67431,train
10922,train
66770,train
48268,train
23220,train
4353,train
8905,train
8851,train
62391,train
6146,train
16151,train
36304,train
49668,train
58487,train
17049,train
51052,train
29025,train
68561,train
12772,train
12283,train
55562,train
4204,train
21717,train
2947,train
31635,train
45492,train
9171,train
5217,train
17710,train
44940,train
50531,train
66391,train
28516,train
25570,train
65903,train
30127,train
59709,train
38439,train
69683,train
26869,train
53631,train
68589,train
54025,train
58426,train
10078,train
7561,train
62543,train
34648,train
5240,train
60179,train
43706,train
31070,train
1903,train
33869,train
26574,train
68646,train
69125,train
35393,train
69443,train
59852,train
41256,train
23742,train
55872,train
68395,train
22036,train
64182,train
29579,train
61678,train
45795,train
59866,train
6769,train
1212,train
41674,train
59625,train
13813,train
42788,train
36761,train
26077,train
54738,train
2017,train
24107,train
29836,train
10965,train
17192,train
62135,train
23165,train
66969,train
28631,train
12629,train
50827,train
18677,train
40123,train
4193,train
760,train
60417,train
29197,train
62471,train
17897,train
16216,train
61838,train
55629,train
22020,train
26959,train
58264,train
7696,train
45782,train
23490,train
42579,train
70680,train
27263,train
53154,train
60599,train
56926,train
32564,train
5892,train
29801,train
66109,train
19680,train
43492,train
31361,train
16405,train
35169,train
56241,train
10545,train
31272,train
65189,train
48110,train
27886,train
39639,train
30772,train
26918,train
52939,train
41393,train
31745,train
25538,train
68588,train
36076,train
63093,train
11115,train
28823,train
19245,train
27598,train
2513,train
50244,train
1400,train
56344,train
2476,train
66472,train
30111,train
56108,train
47199,train
12028,train
59584,train
7197,train
45435,train
69605,train
21443,train
4986,train
55572,train
60036,train
3416,train
48698,train
9550,train
60910,train
17982,train
20115,train
67463,train
47312,train
53906,train
6361,train
24272,train
5036,train
7583,train
18004,train
8562,train
13569,train
69664,train
6451,train
34202,train
42005,train
31973,train
54853,train
45558,train
6418,train
19502,train
13930,train
33131,train
29550,train
15053,train
12708,train
24309,train
12488,train
14246,train
57258,train
44431,train
64902,train
19165,train
67927,train
11335,train
51961,train
11302,train
50131,train
34595,train
46779,train
22257,train
45701,train
27735,train
7637,train
55925,train
8993,train
10689,train
32505,train
10037,train
1800,train
49042,train
7250,train
64280,train
8234,train
13497,train
60351,train
31955,train
14773,train
7680,train
69742,train
48313,train
9930,train
28740,train
38264,train
25241,train
45183,train
41628,train
33147,train
20468,train
52817,train
46948,train
14999,train
5207,train
12918,train
30371,train
42280,train
20240,train
3033,train
14464,train
53578,train
1287,train
3659,train
52032,train
31976,train
15704,train
63521,train
39916,train
8291,train
1484,train
30873,train
35858,train
55922,train
5680,train
64165,train
2868,train
15186,train
62730,train
57657,train
18551,train
57285,train
66200,train
51908,train
28709,train
1999,train
11137,train
8942,train
69635,train
37261,train
2523,train
57934,train
13209,train
25710,train
13621,train
52376,train
5051,train
9677,train
51796,train
62169,train
51768,train
21988,train
61003,train
56956,train
46046,train
61225,train
58153,train
46824,train
45209,train
58408,train
14273,train
41313,train
5955,train
4692,train
38754,train
6416,train
3301,train
11953,train
18630,train
19916,train
42096,train
48405,train
57888,train
54313,train
38125,train
55431,train
2545,train
54386,train
58687,train
53605,train
836,train
34492,train
31434,train
52254,train
43199,train
10581,train
31511,train
19900,train
29808,train
50381,train
27675,train
30040,train
35030,train
29762,train
51518,train
23436,train
56606,train
39330,train
61852,train
66201,train
67492,train
30512,train
14790,train
65352,train
63351,train
21316,train
36787,train
13260,train
45241,train
50713,train
14364,train
30934,train
33610,train
14230,train
20945,train
52248,train
6913,train
37645,train
58556,train
42496,train
69475,train
5184,train
4576,train
9985,train
22019,train
5443,train
514,train
30999,train
46900,train
42718,train
61431,train
7889,train
64783,train
16739,train
37778,train
26540,train
38122,train
49590,train
3036,train
61744,train
39154,train
28281,train
23791,train
319,train
37725,train
7600,train
16281,train
6287,train
6431,train
14825,train
56569,train
20888,train
24940,train
32569,train
40019,train
60906,train
5526,train
44488,train
10220,train
25822,train
4042,train
19394,train
20656,train
69548,train
38744,train
66691,train
21980,train
66766,train
56646,train
68626,train
64544,train
46899,train
3173,train
10887,train
2310,train
69202,train
26473,train
44943,train
2073,train
22372,train
62539,train
17131,train
33697,train
38946,train
49043,train
19398,train
3212,train
59197,train
8846,train
53988,train
44685,train
27202,train
28391,train
37302,train
17622,train
28446,train
43264,train
52132,train
31968,train
70076,train
63234,train
4779,train
29439,train
6938,train
12406,train
16266,train
69244,train
42885,train
65791,train
26581,train
56398,train
21479,train
64312,train
53651,train
5852,train
42317,train
69112,train
57626,train
26841,train
17236,train
66869,train
25264,train
46308,train
66502,train
30305,train
22443,train
53238,train
2435,train
48637,train
1324,train
34424,train
36958,train
64931,train
65707,train
61565,train
22769,train
60557,train
56042,train
46323,train
39913,train
5123,train
18331,train
43351,train
13226,train
25938,train
33864,train
20597,train
5259,train
13170,train
42086,train
169,train
67943,train
11901,train
6997,train
14673,train
2080,train
44530,train
13038,train
69325,train
56821,train
8648,train
49304,train
22351,train
33525,train
54925,train
61972,train
5283,train
5643,train
54964,train
1636,train
21510,train
38112,train
47412,train
20552,train
22385,train
4506,train
56029,train
60912,train
36974,train
38593,train
5215,train
30173,train
18514,train
33534,train
35714,train
36429,train
28903,train
15692,train
61151,train
62139,train
65282,train
32886,train
7761,train
11963,train
8966,train
53769,train
286,train
34143,train
24479,train
15936,train
45957,train
36396,train
1506,train
41215,train
21752,train
67010,train
22993,train
45323,train
14336,train
1495,train
69658,train
30795,train
38054,train
5554,train
22195,train
5969,train
66781,train
56471,train
22738,train
64367,train
48970,train
19835,train
21199,train
5795,train
20654,train
4104,train
33291,train
27476,train
31327,train
42063,train
4110,train
13192,train
55634,train
37947,train
29034,train
24262,train
57665,train
9915,train
63148,train
63120,train
59042,train
18896,train
52512,train
18254,train
8896,train
12815,train
66679,train
46731,train
41725,train
57222,train
19961,train
28788,train
12074,train
9314,train
42768,train
47665,train
53151,train
33443,train
66357,train
42766,train
38127,train
19482,train
30421,train
33355,train
63169,train
65053,train
22697,train
68973,train
52528,train
19140,train
61236,train
24824,train
55210,train
24991,train
65712,train
11663,train
69006,train
821,train
46306,train
27309,train
52473,train
50785,train
62545,train
30677,train
10408,train
7781,train
62780,train
1370,train
47164,train
14744,train
32782,train
917,train
1997,train
13608,train
46946,train
35980,train
33778,train
38977,train
15680,train
47277,train
4561,train
68549,train
7268,train
58418,train
5318,train
52676,train
23256,train
51340,train
28805,train
15779,train
51691,train
64546,train
10769,train
13269,train
56534,train
24475,train
29111,train
41716,train
41365,train
1381,train
50577,train
10915,train
4409,train
41653,train
19986,train
47016,train
36995,train
53760,train
2100,train
24204,train
4397,train
23375,train
41000,train
26601,train
63263,train
39333,train
21146,train
3814,train
39356,train
5770,train
67779,train
37587,train
16968,train
46135,train
69292,train
15685,train
61453,train
6160,train
36241,train
34397,train
34713,train
5877,train
38267,train
36762,train
43914,train
12880,train
11622,train
6241,train
16426,train
59519,train
30109,train
44760,train
65922,train
9963,train
12348,train
14167,train
60721,train
23249,train
70392,train
38265,train
15565,train
39686,train
51209,train
3486,train
70221,train
192,train
5200,train
62276,train
15406,train
65533,train
19883,train
54256,train
50398,train
24297,train
21877,train
27874,train
50672,train
10107,train
39484,train
18281,train
67944,train
70319,train
23944,train
45084,train
43812,train
14248,train
41702,train
11313,train
21774,train
36283,train
5919,train
31370,train
55849,train
44234,train
70334,train
43868,train
58401,train
1387,train
49553,train
68502,train
2502,train
2403,train
11698,train
14064,train
2717,train
8507,train
60229,train
23032,train
50636,train
22602,train
13305,train
60952,train
1259,train
44250,train
2072,train
62756,train
35512,train
35320,train
3841,train
31151,train
56158,train
41949,train
15377,train
55054,train
66839,train
41953,train
68691,train
24707,train
63994,train
30202,train
65930,train
68175,train
48309,train
10927,train
68595,train
4141,train
63017,train
66551,train
24713,train
22282,train
55689,train
63335,train
6015,train
50172,train
30378,train
33566,train
47117,train
65143,train
4326,train
22049,train
62760,train
36349,train
16242,train
9225,train
64121,train
18555,train
69843,train
57215,train
26914,train
46520,train
25724,train
36073,train
31666,train
5538,train
59629,train
34422,train
34365,train
34607,train
70244,train
13659,train
36732,train
22134,train
3976,train
64200,train
62374,train
60931,train
67718,train
4438,train
44300,train
28639,train
20198,train
43013,train
20573,train
33473,train
1679,train
7183,train
12869,train
69542,train
25339,train
15745,train
29281,train
14651,train
31336,train
12359,train
57833,train
10551,train
62323,train
68710,train
48572,train
12493,train
21606,train
46978,train
47618,train
22077,train
37523,train
26893,train
67349,train
24257,train
52285,train
34209,train
42888,train
61141,train
23970,train
6438,train
55312,train
35492,train
31217,train
5172,train
45294,train
35322,train
9960,train
27490,train
23907,train
21857,train
42567,train
68008,train
5229,train
15610,train
61585,train
70219,train
20650,train
50397,train
33638,train
24878,train
55711,train
9272,train
15313,train
6696,train
7831,train
9325,train
40815,train
9164,train
60318,train
59094,train
45924,train
44802,train
17520,train
4291,train
8862,train
37603,train
25363,train
49100,train
66227,train
21229,train
22168,train
23057,train
59157,train
21837,train
65525,train
27473,train
17073,train
59494,train
31106,train
19434,train
59281,train
20471,train
5962,train
64201,train
35745,train
55741,train
40169,train
12770,train
33218,train
56429,train
67958,train
34059,train
59136,train
21974,train
31797,train
44129,train
55243,train
56320,train
31240,train
391,train
19807,train
18562,train
50660,train
35044,train
53342,train
63194,train
55063,train
14317,train
68269,train
6872,train
52023,train
5222,train
64144,train
50468,train
48026,train
68600,train
30878,train
12224,train
53657,train
24576,train
14595,train
9168,train
21463,train
16527,train
41420,train
50551,train
65116,train
8845,train
56358,train
57682,train
27988,train
29464,train
18981,train
5928,train
36694,train
14320,train
21754,train
29142,train
67947,train
47544,train
21109,train
20410,train
37378,train
14669,train
38120,train
29016,train
67957,train
56339,train
64799,train
21014,train
53503,train
63216,train
8791,train
45660,train
46074,train
20103,train
23208,train
66496,train
28721,train
11015,train
52407,train
40111,train
65732,train
55824,train
22014,train
39051,train
59118,train
65803,train
9298,train
36597,train
49468,train
22956,train
49312,train
1045,train
17705,train
2084,train
7146,train
44135,train
53307,train
991,train
61391,train
55073,train
51078,train
64929,train
2892,train
40107,train
29106,train
34044,train
3647,train
32972,train
66783,train
46633,train
17276,train
10907,train
37288,train
43157,train
61383,train
7139,train
48574,train
36444,train
28267,train
41980,train
69275,train
24039,train
52183,train
13926,train
20314,train
59215,train
24290,train
34613,train
2557,train
24749,train
8139,train
20446,train
15727,train
16803,train
35208,train
43355,train
39467,train
10532,train
66000,train
29819,train
7219,train
38714,train
989,train
32845,train
20402,train
44759,train
10738,train
42180,train
11304,train
42057,train
28701,train
26535,train
25767,train
11395,train
39060,train
14173,train
45780,train
48718,train
46070,train
4763,train
16131,train
5718,train
26786,train
58347,train
45845,train
56802,train
44995,train
67658,train
16738,train
48118,train
57370,train
63112,train
1025,train
15547,train
64415,train
46814,train
23419,train
5509,train
51785,train
23354,train
37484,train
29254,train
62310,train
56352,train
36562,train
15379,train
34327,train
4585,train
67670,train
17081,train
42851,train
23471,train
6531,train
35544,train
32863,train
55918,train
29609,train
18914,train
6835,train
32990,train
32714,train
3813,train
45769,train
29340,train
50221,train
68524,train
34752,train
61093,train
32660,train
26616,train
62564,train
10023,train
55100,train
66550,train
38606,train
19488,train
60754,train
2617,train
16477,train
49975,train
22193,train
45705,train
33137,train
68949,train
9432,train
2421,train
42206,train
50118,train
21335,train
67532,train
46515,train
65161,train
31458,train
25942,train
36088,train
5979,train
35164,train
48226,train
34339,train
29178,train
59459,train
70231,train
55833,train
11280,train
63405,train
33447,train
25705,train
41116,train
9603,train
25012,train
16677,train
7767,train
58757,train
66595,train
33800,train
57337,train
50064,train
66995,train
35677,train
64155,train
42203,train
12754,train
24382,train
11273,train
59493,train
54413,train
44963,train
7780,train
47026,train
30903,train
15415,train
50453,train
24464,train
37915,train
67090,train
8656,train
14094,train
54693,train
29668,train
39449,train
51028,train
9775,train
61175,train
63067,train
17769,train
26768,train
54891,train
53980,train
44514,train
5192,train
9903,train
33786,train
53431,train
30137,train
40533,train
36279,train
23300,train
3797,train
36116,train
46567,train
12328,train
65505,train
14517,train
26212,train
41714,train
44211,train
67235,train
36473,train
43217,train
68444,train
6038,train
21943,train
2470,train
51781,train
70596,train
41318,train
38325,train
14832,train
46597,train
14930,train
53031,train
11677,train
2496,train
16032,train
15602,train
47821,train
