index,set
764,train
557,train
729,train
407,train
228,train
641,train
727,train
412,train
471,train
726,train
311,train
156,train
418,train
532,train
313,train
95,train
59,train
497,train
660,train
282,train
625,train
325,train
226,train
714,train
410,train
576,train
248,train
135,train
543,train
671,train
144,train
74,train
651,train
49,train
336,train
113,train
396,train
469,train
10,train
98,train
643,train
232,train
210,train
105,train
401,train
201,train
35,train
267,train
77,train
489,train
581,train
767,train
688,train
760,train
573,train
752,train
7,train
555,train
622,train
60,train
137,train
96,train
501,train
142,train
133,train
121,train
602,train
173,train
645,train
718,train
441,train
149,train
609,train
307,train
117,train
725,train
582,train
205,train
653,train
742,train
450,train
574,train
398,train
389,train
65,train
511,train
673,train
153,train
122,train
631,train
437,train
608,train
670,train
703,train
376,train
28,train
466,train
244,train
383,train
556,train
694,train
692,train
335,train
47,train
723,train
668,train
89,train
503,train
549,train
190,train
430,train
713,train
457,train
639,train
700,train
148,train
196,train
536,train
176,train
459,train
734,train
211,train
538,train
82,train
765,train
436,train
432,train
682,train
364,train
525,train
475,train
157,train
629,train
736,train
258,train
504,train
442,train
411,train
241,train
616,train
127,train
698,train
174,train
446,train
680,train
27,train
547,train
596,train
593,train
520,train
481,train
302,train
679,train
374,train
21,train
80,train
250,train
601,train
623,train
763,train
453,train
46,train
620,train
341,train
570,train
665,train
531,train
434,train
507,train
578,train
348,train
589,train
160,train
69,train
260,train
30,train
572,train
184,train
636,train
346,train
263,train
454,train
327,train
97,train
632,train
491,train
79,train
40,train
474,train
657,train
147,train
461,train
477,train
126,train
107,train
342,train
181,train
488,train
3,train
704,train
583,train
281,train
200,train
295,train
362,train
212,train
251,train
617,train
41,train
94,train
627,train
168,train
273,train
279,train
587,train
233,train
438,train
50,train
564,train
512,train
289,train
517,train
674,train
745,train
416,train
479,train
551,train
568,train
202,train
421,train
180,train
253,train
487,train
163,train
334,train
751,train
350,train
393,train
247,train
447,train
554,train
354,train
720,train
285,train
449,train
104,train
62,train
353,train
534,train
288,train
333,train
690,train
513,train
274,train
624,train
146,train
57,train
548,train
32,train
161,train
344,train
367,train
138,train
299,train
607,train
699,train
252,train
439,train
272,train
613,train
707,train
483,train
85,train
239,train
162,train
361,train
505,train
324,train
731,test
592,test
618,test
154,test
61,test
606,test
207,test
387,test
124,test
43,test
64,test
6,test
696,test
116,test
24,test
542,test
667,test
287,test
338,test
215,test
309,test
702,test
4,test
206,test
761,test
218,test
93,test
584,test
31,test
14,test
22,test
230,test
425,test
84,test
245,test
187,test
216,test
455,test
26,test
328,test
427,test
37,test
614,test
276,test
131,test
681,test
360,test
648,test
197,test
635,test
375,test
440,test
746,test
38,test
1,test
478,test
744,test
591,test
73,test
633,test
522,test
644,test
494,test
140,test
208,test
728,test
249,test
738,test
34,test
637,test
395,test
599,test
256,test
460,test
119,test
420,test
365,test
118,test
352,test
382,test
605,test
711,test
63,test
67,test
36,test
340,test
76,test
567,test
345,test
626,test
550,test
134,test
495,test
571,test
533,test
33,test
286,test
462,test
385,test
615,test
136,test
465,test
403,test
519,test
758,test
381,test
563,test
81,test
18,test
486,test
373,test
524,test
544,test
552,test
413,test
496,test
44,test
514,test
52,test
225,test
54,test
482,test
204,test
500,test
55,test
330,test
527,test
685,test
470,test
558,test
594,test
379,test
368,test
83,test
508,test
182,test
112,test
358,test
90,test
518,test
737,test
658,test
194,test
464,test
315,test
86,test
575,test
677,test
566,test
565,test
268,test
20,test
717,test
172,test
