index,set
239,train
134,train
316,train
621,train
55,train
241,train
517,train
548,train
562,train
637,train
543,train
728,train
145,train
233,train
713,train
650,train
660,train
304,train
658,train
385,train
530,train
707,train
615,train
514,train
226,train
41,train
311,train
475,train
121,train
327,train
390,train
138,train
252,train
720,train
59,train
336,train
381,train
398,train
103,train
365,train
764,train
3,train
711,train
217,train
453,train
382,train
536,train
456,train
358,train
161,train
141,train
547,train
67,train
393,train
734,train
275,train
52,train
27,train
294,train
483,train
616,train
575,train
601,train
353,train
410,train
212,train
519,train
157,train
609,train
439,train
40,train
652,train
450,train
180,train
634,train
507,train
260,train
437,train
747,train
96,train
60,train
83,train
680,train
92,train
597,train
446,train
46,train
555,train
653,train
723,train
478,train
433,train
544,train
421,train
20,train
762,train
620,train
625,train
492,train
334,train
703,train
153,train
105,train
738,train
688,train
537,train
527,train
534,train
500,train
176,train
449,train
508,train
251,train
71,train
528,train
617,train
174,train
521,train
44,train
49,train
21,train
150,train
529,train
496,train
278,train
729,train
626,train
256,train
405,train
136,train
474,train
643,train
665,train
600,train
379,train
624,train
479,train
267,train
699,train
162,train
490,train
81,train
552,train
346,train
318,train
75,train
570,train
640,train
767,train
628,train
482,train
518,train
377,train
581,train
613,train
123,train
347,train
447,train
622,train
182,train
320,train
194,train
407,train
671,train
163,train
85,train
411,train
656,train
422,train
277,train
342,train
80,train
573,train
473,train
295,train
698,train
307,train
95,train
567,train
524,train
135,train
211,train
593,train
607,train
108,train
605,train
28,train
654,train
461,train
576,train
190,train
636,train
438,train
574,train
204,train
32,train
247,train
148,train
565,train
466,train
509,train
452,train
191,train
290,train
29,train
633,train
87,train
341,train
330,train
587,train
714,train
384,train
758,train
549,train
674,train
668,train
200,train
431,train
499,train
419,test
406,test
328,test
359,test
642,test
588,test
455,test
444,test
546,test
306,test
363,test
539,test
715,test
663,test
206,test
476,test
64,test
308,test
584,test
116,test
739,test
322,test
14,test
604,test
577,test
132,test
321,test
131,test
355,test
17,test
230,test
179,test
696,test
235,test
618,test
349,test
128,test
630,test
689,test
243,test
606,test
750,test
129,test
484,test
366,test
541,test
451,test
708,test
238,test
375,test
731,test
746,test
414,test
388,test
423,test
395,test
36,test
736,test
434,test
167,test
58,test
354,test
679,test
725,test
51,test
340,test
505,test
324,test
756,test
582,test
733,test
69,test
285,test
441,test
97,test
432,test
10,test
299,test
690,test
752,test
262,test
352,test
413,test
169,test
533,test
232,test
183,test
127,test
113,test
257,test
486,test
403,test
526,test
373,test
286,test
79,test
362,test
557,test
142,test
765,test
368,test
133,test
33,test
639,test
82,test
608,test
610,test
273,test
591,test
568,test
140,test
18,test
700,test
522,test
585,test
86,test
371,test
721,test
12,test
208,test
73,test
531,test
724,test
651,test
389,test
563,test
47,test
158,test
418,test
554,test
677,test
472,test
467,test
297,test
501,test
250,test
63,test
694,test
462,test
687,test
520,test
392,test
669,test
559,test
571,test
248,test
497,test
184,test
631,test
649,test
343,test
469,test
727,test
263,test
