index,set
48079,train
42726,train
70135,train
30685,train
16965,train
37258,train
65919,train
35233,train
17530,train
63755,train
66575,train
43127,train
12639,train
7656,train
59043,train
32388,train
35466,train
69933,train
23722,train
65930,train
67829,train
21094,train
49550,train
61373,train
40361,train
47855,train
70690,train
34047,train
5390,train
26381,train
16616,train
34037,train
47658,train
50544,train
69335,train
18066,train
56597,train
1540,train
5687,train
24381,train
35613,train
30744,train
33912,train
69505,train
42278,train
2495,train
20897,train
66444,train
67783,train
45479,train
64967,train
35421,train
21610,train
3752,train
40756,train
7285,train
4661,train
65201,train
35209,train
17684,train
36429,train
44949,train
8024,train
50619,train
19882,train
21190,train
14437,train
69509,train
29178,train
42120,train
55668,train
53765,train
23252,train
27141,train
67568,train
70163,train
18260,train
50016,train
49431,train
27244,train
54467,train
49394,train
48234,train
54972,train
50969,train
14180,train
60972,train
55132,train
50253,train
34415,train
50402,train
2079,train
52362,train
33869,train
63105,train
31238,train
40811,train
5022,train
28722,train
42451,train
12684,train
65204,train
38898,train
16028,train
33680,train
60118,train
9854,train
52802,train
67715,train
3159,train
69791,train
54762,train
31855,train
63314,train
38322,train
4741,train
48398,train
46133,train
21722,train
25155,train
49489,train
65066,train
52650,train
53917,train
60489,train
39502,train
701,train
14940,train
32745,train
5872,train
41907,train
40953,train
14772,train
63117,train
64376,train
67173,train
14830,train
53862,train
27863,train
50735,train
35598,train
7403,train
15949,train
791,train
22380,train
50982,train
46745,train
40499,train
23986,train
56686,train
67573,train
53049,train
26787,train
13348,train
1349,train
40784,train
45201,train
31831,train
65031,train
54835,train
16098,train
17603,train
1544,train
44528,train
17553,train
9644,train
9408,train
41471,train
49763,train
27643,train
32774,train
65028,train
24614,train
25446,train
37585,train
26557,train
64186,train
65825,train
67955,train
6422,train
3255,train
49670,train
44707,train
11637,train
51235,train
23905,train
60048,train
42582,train
15416,train
67808,train
23308,train
19545,train
315,train
7405,train
47104,train
39771,train
42236,train
20867,train
14114,train
27560,train
29641,train
38115,train
64119,train
35747,train
51502,train
66446,train
36386,train
41897,train
39654,train
68603,train
62198,train
49759,train
30843,train
5866,train
42597,train
9266,train
63597,train
55642,train
22592,train
41290,train
53210,train
20201,train
15111,train
13727,train
43771,train
7516,train
23071,train
9687,train
42825,train
52924,train
70155,train
30464,train
36,train
50689,train
49830,train
70027,train
11364,train
12992,train
60857,train
68464,train
68166,train
50318,train
42985,train
32041,train
11306,train
25411,train
36119,train
29761,train
36083,train
61743,train
13837,train
70481,train
58899,train
66221,train
60757,train
38318,train
33543,train
10587,train
70201,train
28937,train
460,train
28439,train
61172,train
36911,train
27571,train
31332,train
29021,train
67473,train
50593,train
6691,train
21659,train
37309,train
45418,train
39121,train
25856,train
60876,train
42733,train
33924,train
35597,train
47744,train
35878,train
3506,train
12577,train
3589,train
54090,train
37648,train
206,train
66468,train
68680,train
5328,train
29328,train
58399,train
1701,train
4508,train
592,train
7633,train
1155,train
69371,train
40867,train
63274,train
5483,train
23611,train
52915,train
2361,train
4378,train
33078,train
49100,train
9807,train
11131,train
4815,train
60520,train
10765,train
6960,train
67838,train
6931,train
31401,train
6899,train
42369,train
51756,train
5149,train
41077,train
67009,train
2312,train
62363,train
47718,train
4373,train
70245,train
14170,train
51415,train
55213,train
11621,train
8667,train
60247,train
24891,train
55083,train
63567,train
6785,train
34666,train
63216,train
36095,train
67431,train
17518,train
13261,train
32865,train
50857,train
39144,train
67305,train
7214,train
39123,train
39405,train
34544,train
9059,train
43568,train
38283,train
40185,train
41785,train
45188,train
47897,train
30887,train
47582,train
10657,train
26273,train
3503,train
59254,train
48975,train
7820,train
5334,train
61476,train
27357,train
26456,train
45036,train
37760,train
16978,train
6556,train
70076,train
24962,train
33138,train
46162,train
38079,train
15573,train
66631,train
41232,train
60614,train
37870,train
55674,train
57013,train
2382,train
12084,train
65934,train
47069,train
16529,train
41452,train
62237,train
39564,train
17525,train
60207,train
3779,train
36216,train
49434,train
50966,train
69854,train
27716,train
9960,train
50926,train
58662,train
50256,train
24986,train
38468,train
36096,train
47455,train
15338,train
14642,train
59107,train
65048,train
14689,train
26563,train
1094,train
69475,train
55660,train
31223,train
8080,train
66897,train
57161,train
27153,train
56320,train
22424,train
69868,train
64977,train
17260,train
29559,train
17472,train
38083,train
69869,train
59185,train
1004,train
59317,train
64635,train
67638,train
37597,train
69292,train
24893,train
56804,train
58270,train
27455,train
26480,train
12063,train
67950,train
11280,train
40310,train
50441,train
63530,train
12220,train
21660,train
18058,train
26215,train
55,train
34453,train
8073,train
65015,train
35515,train
16216,train
51578,train
24084,train
55030,train
58991,train
53200,train
28728,train
53546,train
11704,train
52580,train
13868,train
53411,train
46386,train
36774,train
16921,train
18389,train
24352,train
13225,train
1843,train
47842,train
29850,train
65891,train
32113,train
23706,train
26418,train
23292,train
4066,train
46778,train
41935,train
22009,train
31079,train
40479,train
51691,train
32178,train
42101,train
8805,train
69649,train
38964,train
16867,train
22668,train
10872,train
62326,train
62922,train
67277,train
11006,train
47922,train
12401,train
2829,train
32522,train
2992,train
4539,train
58142,train
54985,train
10437,train
66161,train
16149,train
40958,train
15898,train
36260,train
6277,train
1242,train
56096,train
31435,train
40961,train
65406,train
5004,train
31538,train
12026,train
29928,train
35950,train
26605,train
3992,train
24632,train
50839,train
51954,train
2619,train
23696,train
52345,train
28838,train
67135,train
18614,train
25044,train
37622,train
64349,train
25264,train
36502,train
39540,train
36381,train
3962,train
9794,train
16600,train
49788,train
41161,train
41913,train
59890,train
31035,train
16256,train
10575,train
41714,train
52137,train
57896,train
64061,train
68791,train
10387,train
15534,train
30527,train
65337,train
38771,train
49626,train
66449,train
66963,train
66541,train
29620,train
54857,train
22019,train
30476,train
44380,train
31348,train
57491,train
56985,train
49328,train
53573,train
65880,train
2475,train
63977,train
27760,train
68016,train
17467,train
50335,train
33617,train
45626,train
17646,train
68401,train
59398,train
6348,train
48506,train
7517,train
38370,train
3940,train
16557,train
15547,train
25691,train
70079,train
29126,train
24180,train
27746,train
69465,train
59102,train
53413,train
63910,train
14362,train
29496,train
59411,train
15106,train
64408,train
10869,train
56933,train
28328,train
49278,train
740,train
35704,train
24411,train
64950,train
6746,train
49567,train
60041,train
23286,train
58288,train
63609,train
40995,train
25156,train
61969,train
30333,train
39071,train
2595,train
61839,train
7151,train
34772,train
17500,train
55544,train
68341,train
20554,train
31545,train
67203,train
27464,train
65174,train
25360,train
58195,train
62655,train
8888,train
24872,train
40294,train
5994,train
38183,train
15043,train
61191,train
50414,train
33173,train
19942,train
69171,train
64202,train
56843,train
30610,train
41012,train
22036,train
44665,train
62192,train
28939,train
50718,train
57258,train
6396,train
59558,train
55560,train
7257,train
12913,train
10964,train
43479,train
64514,train
59065,train
67510,train
10153,train
3891,train
16800,train
960,train
1513,train
33824,train
34445,train
61006,train
19801,train
62574,train
35116,train
36688,train
45379,train
30239,train
24371,train
9352,train
17351,train
69059,train
31566,train
3668,train
46493,train
43040,train
58147,train
64958,train
33476,train
54732,train
40686,train
15229,train
14993,train
31535,train
65301,train
63953,train
26267,train
69941,train
29300,train
26045,train
16593,train
15692,train
54348,train
25812,train
58834,train
60025,train
26162,train
17078,train
29007,train
2818,train
53251,train
32348,train
26000,train
53334,train
55629,train
21214,train
10979,train
37880,train
2659,train
14603,train
15779,train
32517,train
18921,train
46688,train
45503,train
24856,train
26869,train
16666,train
46170,train
34113,train
42698,train
34680,train
602,train
39169,train
19811,train
70368,train
40485,train
6095,train
12315,train
4342,train
61121,train
66351,train
7275,train
819,train
44859,train
26685,train
25620,train
20957,train
16609,train
35050,train
58297,train
57428,train
36863,train
24850,train
66954,train
15769,train
64296,train
59178,train
10109,train
42113,train
7445,train
22857,train
7099,train
24179,train
24008,train
45949,train
2528,train
40727,train
27089,train
8365,train
34597,train
67341,train
57021,train
2197,train
65054,train
36776,train
49902,train
4649,train
13776,train
30201,train
65612,train
15705,train
58766,train
40781,train
33950,train
70315,train
24912,train
20549,train
69825,train
2407,train
44415,train
39310,train
58716,train
48974,train
18340,train
53993,train
16082,train
66033,train
53681,train
62784,train
6666,train
70568,train
62406,train
15857,train
27661,train
46499,train
36658,train
23331,train
53428,train
509,train
19285,train
11778,train
23842,train
18045,train
39275,train
36882,train
68929,train
7179,train
45765,train
51036,train
55085,train
34501,train
52719,train
66883,train
404,train
8754,train
63076,train
16020,train
8911,train
52012,train
19435,train
30179,train
55257,train
3232,train
22436,train
36320,train
8335,train
6707,train
31833,train
10249,train
17255,train
56852,train
29484,train
49548,train
7940,train
24582,train
60373,train
53043,train
60313,train
50139,train
5031,train
36321,train
66584,train
49139,train
24096,train
318,train
55277,train
54638,train
66431,train
33062,train
19778,train
68195,train
19482,train
22701,train
34182,train
45568,train
42184,train
32423,train
5114,train
7343,train
51500,train
60420,train
11221,train
61829,train
62988,train
67272,train
11095,train
17185,train
40747,train
23156,train
51106,train
11549,train
52560,train
39054,train
14838,train
27326,train
45471,train
41850,train
67650,train
62825,train
35283,train
63001,train
48767,train
986,train
18158,train
2876,train
36038,train
62191,train
9011,train
34334,train
62453,train
25124,train
4948,train
61419,train
8266,train
31761,train
49050,train
1316,train
14961,train
23487,train
48244,train
49321,train
30059,train
19578,train
1052,train
37428,train
57029,train
18979,train
31064,train
11868,train
21795,train
5630,train
17977,train
55376,train
30970,train
36078,train
8569,train
45666,train
28069,train
49052,train
15373,train
5963,train
48911,train
55883,train
53456,train
67964,train
34499,train
62911,train
48060,train
48633,train
32074,train
21668,train
49794,train
29132,train
23420,train
57727,train
40736,train
39006,train
16008,train
33663,train
41255,train
39725,train
4206,train
65657,train
61819,train
19078,train
5296,train
24294,train
50132,train
33622,train
54902,train
28793,train
64345,train
15036,train
21779,train
19283,train
33833,train
35889,train
34919,train
33472,train
55282,train
43181,train
3401,train
53798,train
37913,train
18192,train
14906,train
65857,train
21208,train
40627,train
69310,train
26844,train
47515,train
12815,train
44975,train
13146,train
45499,train
64130,train
7726,train
39207,train
45834,train
6048,train
48949,train
39796,train
4865,train
40726,train
44778,train
20314,train
44081,train
4040,train
50215,train
32145,train
69336,train
61294,train
12739,train
43234,train
8087,train
68893,train
18370,train
8376,train
16752,train
18933,train
23560,train
42077,train
36332,train
18276,train
58549,train
5584,train
64137,train
28847,train
67484,train
46269,train
51249,train
8919,train
16017,train
10245,train
24464,train
55536,train
68347,train
55948,train
18385,train
5091,train
31409,train
61557,train
29887,train
6774,train
3889,train
54856,train
16158,train
45330,train
30360,train
51284,train
4535,train
40609,train
48982,train
65541,train
55570,train
44553,train
6743,train
63963,train
59964,train
19351,train
18910,train
1824,train
59244,train
25162,train
46879,train
68939,train
37641,train
40460,train
41720,train
13925,train
26811,train
9442,train
23390,train
26078,train
59822,train
28088,train
13955,train
56265,train
35932,train
50602,train
54349,train
43216,train
19947,train
49035,train
8938,train
10521,train
50035,train
20334,train
69982,train
69776,train
3929,train
51215,train
5848,train
47524,train
20250,train
26518,train
1558,train
35067,train
38196,train
63641,train
40352,train
65645,train
22481,train
70258,train
48821,train
42747,train
51705,train
9178,train
17539,train
29196,train
3738,train
53012,train
35341,train
31115,train
67348,train
67418,train
53188,train
55906,train
4751,train
1066,train
40901,train
59660,train
62751,train
32767,train
9171,train
65088,train
55255,train
23096,train
9532,train
51509,train
33525,train
65470,train
67167,train
13759,train
46407,train
45627,train
27074,train
35825,train
53034,train
61280,train
15765,train
16862,train
2212,train
22952,train
47830,train
46381,train
21740,train
52595,train
3761,train
11024,train
2459,train
50002,train
30722,train
8589,train
8987,train
16108,train
64528,train
66170,train
57996,train
36920,train
32810,train
15001,train
7925,train
49841,train
5405,train
65473,train
47393,train
62496,train
34688,train
61032,train
46486,train
58466,train
8983,train
52849,train
20831,train
43359,train
27073,train
14965,train
66144,train
48211,train
57089,train
31777,train
41455,train
27780,train
67199,train
5448,train
39024,train
18141,train
63344,train
571,train
10032,train
21676,train
34906,train
40154,train
33885,train
44305,train
21007,train
13743,train
36880,train
19737,train
14145,train
60445,train
6884,train
10409,train
11172,train
30882,train
40872,train
54398,train
52721,train
43575,train
61471,train
16185,train
30492,train
50186,train
26058,train
25697,train
54582,train
4409,train
46254,train
32338,train
56578,train
69925,train
43702,train
50173,train
9450,train
59747,train
35916,train
17201,train
50207,train
29155,train
36899,train
40766,train
36614,train
55543,train
6254,train
52984,train
69403,train
29983,train
14155,train
13953,train
49457,train
50104,train
18060,train
63943,train
7051,train
68414,train
20964,train
58999,train
61702,train
36995,train
23648,train
34837,train
53617,train
9364,train
2190,train
5883,train
48424,train
4437,train
44300,train
19169,train
34578,train
67511,train
10365,train
35196,train
19926,train
19086,train
31902,train
65289,train
64824,train
62381,train
47037,train
14975,train
59846,train
42750,train
36536,train
70657,train
67096,train
26026,train
68029,train
66283,train
14757,train
69474,train
60918,train
3331,train
21686,train
22136,train
55310,train
23378,train
51843,train
67923,train
54874,train
52857,train
3243,train
68588,train
45880,train
51203,train
37560,train
22919,train
25175,train
62586,train
55221,train
22785,train
54205,train
53170,train
39403,train
13639,train
22410,train
17755,train
38247,train
34590,train
23862,train
32525,train
3033,train
11719,train
69133,train
53597,train
27707,train
56743,train
36653,train
49937,train
24104,train
52234,train
25966,train
22090,train
12068,train
16329,train
5348,train
36373,train
48182,train
8534,train
38116,train
41048,train
11132,train
13271,train
34630,train
12887,train
29401,train
17907,train
58634,train
41894,train
936,train
6578,train
33694,train
43282,train
44058,train
30792,train
62108,train
41241,train
43986,train
13200,train
56061,train
29066,train
45458,train
22216,train
35174,train
52689,train
25314,train
2954,train
11948,train
22417,train
67168,train
14865,train
70047,train
51883,train
38820,train
41983,train
758,train
11223,train
7909,train
52462,train
48073,train
30103,train
70013,train
28265,train
19538,train
24846,train
27055,train
953,train
49926,train
39746,train
12940,train
64855,train
21930,train
16382,train
17516,train
40917,train
28373,train
22933,train
62296,train
68236,train
68666,train
6744,train
36558,train
38612,train
45941,train
21365,train
70299,train
42779,train
53598,train
55997,train
24,train
45540,train
46091,train
67002,train
65413,train
4972,train
41190,train
35322,train
46862,train
239,train
5251,train
24181,train
41588,train
57475,train
33954,train
53305,train
30865,train
42389,train
3821,train
21685,train
45107,train
69247,train
50284,train
15255,train
15626,train
56642,train
30253,train
32347,train
64000,train
1929,train
47188,train
4787,train
50020,train
49186,train
25181,train
24934,train
4275,train
61306,train
25640,train
31975,train
44004,train
13887,train
27927,train
41001,train
5140,train
59346,train
61554,train
27125,train
30559,train
4711,train
29464,train
2620,train
52129,train
60354,train
64026,train
14273,train
54931,train
28433,train
6173,train
7393,train
24634,train
21588,train
46441,train
8845,train
59886,train
7611,train
5475,train
56892,train
32101,train
46657,train
49586,train
68973,train
12611,train
44028,train
20322,train
13011,train
3441,train
31993,train
25382,train
60427,train
19807,train
50442,train
25126,train
66175,train
23055,train
34673,train
69497,train
11556,train
26353,train
64899,train
59412,train
24124,train
45028,train
38142,train
33167,train
44127,train
43525,train
6410,train
26650,train
20913,train
47562,train
13818,train
35641,train
38341,train
48957,train
59745,train
4903,train
16604,train
17049,train
53178,train
47634,train
21568,train
41449,train
21217,train
34289,train
46467,train
61083,train
64021,train
35753,train
46344,train
5489,train
62591,train
39321,train
56082,train
50963,train
38938,train
44177,train
43768,train
15686,train
58424,train
31467,train
8999,train
5822,train
40501,train
67266,train
53475,train
46079,train
35491,train
19344,train
37029,train
62072,train
55765,train
39089,train
19816,train
11301,train
46561,train
43430,train
48644,train
51150,train
12410,train
61003,train
10121,train
50906,train
4716,train
14544,train
20043,train
30503,train
68389,train
58729,train
46928,train
20171,train
36387,train
35477,train
46364,train
34498,train
41196,train
44214,train
21191,train
43608,train
70404,train
13786,train
34106,train
56071,train
31068,train
12087,train
40933,train
64656,train
43233,train
11190,train
28105,train
46422,train
64903,train
24325,train
1823,train
2946,train
53843,train
15758,train
1652,train
11325,train
26155,train
11816,train
28600,train
46570,train
69962,train
32429,train
14745,train
46320,train
29842,train
11282,train
63128,train
450,train
10591,train
44624,train
22066,train
68479,train
34997,train
69440,train
67721,train
5761,train
55984,train
47447,train
31646,train
39691,train
67160,train
7843,train
65200,train
57280,train
51134,train
32566,train
33,train
2237,train
44804,train
62382,train
48978,train
8727,train
46227,train
28613,train
63783,train
67223,train
41749,train
22,train
34071,train
19041,train
20024,train
69826,train
14707,train
10620,train
53668,train
65264,train
55681,train
18929,train
67602,train
4111,train
63507,train
49693,train
4055,train
16980,train
38230,train
31852,train
43605,train
12991,train
50254,train
64546,train
33449,train
69424,train
52216,train
53889,train
14253,train
53572,train
3070,train
16238,train
48955,train
35538,train
15280,train
64039,train
28707,train
54913,train
15499,train
3003,train
11103,train
22836,train
52350,train
68058,train
33440,train
25999,train
41021,train
44890,train
30214,train
39313,train
22640,train
59168,train
20282,train
41513,train
65643,train
29335,train
45518,train
26807,train
59899,train
50296,train
11290,train
39,train
19328,train
25507,train
39304,train
58178,train
40123,train
28060,train
3711,train
19403,train
2194,train
63120,train
4431,train
20422,train
56024,train
42057,train
68972,train
14320,train
39325,train
5992,train
48753,train
43902,train
38983,train
56042,train
32724,train
38357,train
33324,train
27769,train
30455,train
5566,train
36127,train
40746,train
66113,train
7264,train
10115,train
48276,train
19660,train
59447,train
3534,train
50404,train
43440,train
66346,train
15767,train
27164,train
66453,train
36784,train
49211,train
15924,train
56078,train
20646,train
51196,train
3572,train
34261,train
22004,train
33724,train
24201,train
3704,train
19265,train
21257,train
18001,train
57778,train
6851,train
50433,train
30715,train
29515,train
16803,train
68718,train
18611,train
54584,train
48583,train
65144,train
39810,train
22353,train
6531,train
20824,train
29213,train
69771,train
21595,train
49411,train
30109,train
59545,train
51798,train
20360,train
54652,train
48507,train
9303,train
53741,train
66850,train
19054,train
54572,train
8624,train
57360,train
3814,train
27220,train
39665,train
65434,train
43882,train
18470,train
54890,train
68053,train
63940,train
46136,train
30316,train
42824,train
12009,train
19484,train
7370,train
27921,train
28513,train
45087,train
44902,train
32695,train
8199,train
33717,train
66448,train
296,train
49098,train
15052,train
69758,train
1730,train
48145,train
65872,train
41092,train
37305,train
63557,train
24190,train
38792,train
48636,train
64330,train
67004,train
52215,train
13448,train
14930,train
65680,train
52674,train
45010,train
40071,train
16975,train
33268,train
40282,train
68008,train
21706,train
32,train
49091,train
66914,train
66231,train
34694,train
61447,train
40290,train
33736,train
55841,train
57028,train
19199,train
38952,train
18008,train
40158,train
44457,train
20925,train
63872,train
56550,train
69229,train
19635,train
21168,train
21345,train
32215,train
47848,train
64637,train
45032,train
26530,train
44845,train
56523,train
4732,train
68336,train
30716,train
64336,train
49579,train
57123,train
47001,train
33796,train
63642,train
51876,train
63662,train
19413,train
67850,train
18287,train
70673,train
43302,train
62017,train
17451,train
68825,train
2571,train
49613,train
45693,train
6558,train
55079,train
7584,train
1479,train
18787,train
24836,train
40834,train
59093,train
10036,train
58338,train
33305,train
38768,train
54726,train
16675,train
17549,train
17900,train
64806,train
42018,train
54447,train
63296,train
57297,train
58897,train
25929,train
54064,train
36829,train
12682,train
70558,train
54851,train
1942,train
39544,train
66600,train
35274,train
2877,train
33099,train
9904,train
37412,train
15895,train
64049,train
9103,train
52403,train
60304,train
32197,train
12978,train
66194,train
43428,train
32458,train
53173,train
1903,train
32269,train
56418,train
1794,train
5986,train
45232,train
34752,train
29810,train
44956,train
30261,train
38593,train
38017,train
11522,train
41853,train
6405,train
42844,train
17313,train
30298,train
30938,train
57137,train
23097,train
48726,train
6406,train
14723,train
41141,train
62077,train
31708,train
64122,train
58709,train
54223,train
11827,train
51780,train
811,train
9955,train
20347,train
4878,train
31158,train
31946,train
14953,train
23246,train
37609,train
13530,train
6731,train
21701,train
11582,train
22837,train
65297,train
51315,train
19918,train
35837,train
52073,train
46503,train
63997,train
21564,train
52,train
40489,train
16909,train
57315,train
67736,train
53454,train
16043,train
12623,train
64327,train
67646,train
2637,train
7402,train
24262,train
65832,train
32032,train
9353,train
63138,train
19335,train
21774,train
36291,train
58467,train
33976,train
4316,train
19438,train
33011,train
20806,train
38703,train
32701,train
67129,train
20177,train
17122,train
7686,train
5561,train
38926,train
7523,train
5545,train
27378,train
48418,train
19409,train
51648,train
54969,train
55381,train
36162,train
50642,train
47381,train
22698,train
58174,train
50859,train
19336,train
14373,train
35462,train
46982,train
49429,train
32740,train
28508,train
8298,train
54858,train
19217,train
3144,train
35427,train
47321,train
39245,train
6898,train
59189,train
6437,train
15607,train
48245,train
40849,train
36074,train
7072,train
30442,train
35953,train
33227,train
67798,train
37661,train
42600,train
27652,train
26419,train
22681,train
48878,train
17803,train
13769,train
25372,train
61723,train
5895,train
28486,train
26116,train
29975,train
16260,train
8177,train
23479,train
50904,train
1932,train
37025,train
445,train
26202,train
61737,train
39886,train
41836,train
7167,train
56631,train
43908,train
10087,train
4281,train
7645,train
9184,train
26277,train
9309,train
68157,train
51630,train
48922,train
34814,train
30971,train
70510,train
52357,train
16749,train
34579,train
5119,train
6739,train
24528,train
30655,train
39380,train
16759,train
33020,train
47826,train
23870,train
11846,train
70451,train
16353,train
65506,train
27999,train
31373,train
65043,train
64859,train
60904,train
4202,train
47151,train
26918,train
29307,train
17550,train
9521,train
34336,train
27166,train
38557,train
5094,train
18407,train
62676,train
40009,train
12891,train
10698,train
66916,train
36174,train
13343,train
47094,train
3107,train
17435,train
63603,train
35599,train
13270,train
36362,train
260,train
60166,train
9282,train
43727,train
52515,train
22362,train
67509,train
11404,train
62218,train
26238,train
1987,train
65769,train
13326,train
34421,train
45741,train
10742,train
39177,train
55769,train
50110,train
4917,train
6999,train
3345,train
59433,train
26586,train
2378,train
39027,train
44208,train
53097,train
19395,train
56673,train
38501,train
13585,train
62684,train
46946,train
55289,train
70119,train
6503,train
13380,train
1447,train
51610,train
5465,train
36615,train
30526,train
14417,train
44098,train
3954,train
19225,train
45831,train
42629,train
11954,train
51554,train
8952,train
1573,train
39839,train
10122,train
42203,train
8008,train
54876,train
11081,train
66140,train
3836,train
11263,train
32213,train
70239,train
70217,train
59954,train
32565,train
56641,train
11513,train
55931,train
38701,train
35320,train
68404,train
40600,train
63192,train
37016,train
64337,train
18480,train
8527,train
37500,train
42898,train
25365,train
16247,train
416,train
3238,train
39458,train
57703,train
14478,train
69903,train
31630,train
13440,train
42760,train
32401,train
27879,train
4350,train
67866,train
40625,train
6676,train
2590,train
13856,train
27341,train
41149,train
53437,train
39453,train
28436,train
3135,train
11148,train
29379,train
27403,train
38978,train
45704,train
46790,train
18991,train
30287,train
65548,train
37164,train
40300,train
46639,train
19694,train
69694,train
44362,train
52624,train
61639,train
40682,train
63108,train
68376,train
29154,train
6407,train
5882,train
61972,train
54045,train
29263,train
53879,train
35974,train
37838,train
17591,train
53805,train
30387,train
43147,train
54414,train
46530,train
38961,train
50216,train
2323,train
70037,train
54421,train
63038,train
50703,train
